grupo,serie,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,n
SELIC_Baixa(<=6%),ret_egarch_norm_10a_cap15_c10,0.01256854739494595,0.1082010644332991,-0.14400161248284185,0.13936275550992216,-0.16101245026437683,0.07805947536546916,532
SELIC_Média(6–10%),ret_bh,0.0382172949199151,0.2115587273719814,-0.059347803298478156,0.2834400649394229,-0.3466567722606566,0.11024534345799229,1026
SELIC_Média(6–10%),retEW097_15a_cap15_c10,0.013857647227965009,0.15755649296102275,-0.29357051338531004,0.1367236391612956,-0.31312492817064796,0.04425596936317002,1026
SELIC_Média(6–10%),retEW097_15a_cap1_c10,0.013395617494989409,0.1563179864297877,-0.30004050707665486,0.13298177062518718,-0.30991384268910405,0.043223682358801495,1026
SELIC_Média(6–10%),ret_gjr_norm_15a_cap15_c10,0.009765086245849375,0.1574241202092086,-0.3196370870916167,0.09617705332278068,-0.3141539443662299,0.031083761388224277,1026
SELIC_Média(6–10%),ret_gjr_norm_15a_cap1_c10,0.010189204011986863,0.1561156486886465,-0.32092488465000435,0.10104698235406696,-0.31021761928153324,0.03284534268422648,1026
SELIC_Média(6–10%),ret_egarch_std_15a_cap15_c10,0.009562450744989848,0.1540598850789332,-0.331325517385168,0.09659878035398248,-0.3115738471864039,0.030690800371537482,1026
SELIC_Média(6–10%),ret_egarch_std_15a_cap1_c10,0.009986451826518028,0.15272283105542173,-0.3328039068888371,0.10163665947055325,-0.30762275762655844,0.03246330636773361,1026
SELIC_Média(6–10%),ret_egarch_norm_15a_cap15_c10,0.009767828100767373,0.1507162414976012,-0.3406787521755516,0.0999116106299051,-0.2976440148326911,0.032817149393237335,1026
SELIC_Média(6–10%),ret_egarch_norm_15a_cap1_c10,0.009663739583239517,0.15065911052234432,-0.34154834553260577,0.09887530630245096,-0.2976440148326911,0.03246744131129802,1026
SELIC_Média(6–10%),retEW094_15a_cap15_c10,0.009808081179091932,0.1471498359869116,-0.35227977816737394,0.10338814211736114,-0.2936893713350517,0.03339610532892765,1026
SELIC_Média(6–10%),ret_15a_cap15_c10,0.009808081179091932,0.1471498359869116,-0.35227977816737394,0.10338814211736114,-0.2936893713350517,0.03339610532892765,1026
SELIC_Média(6–10%),retEW094_15a_cap1_c10,0.009703985527297565,0.14709133978307173,-0.3531782308387677,0.10232247918702227,-0.2936893713350517,0.03304166399752649,1026
SELIC_Média(6–10%),ret_15a_cap1_c10,0.009703985527297565,0.14709133978307173,-0.3531782308387677,0.10232247918702227,-0.2936893713350517,0.03304166399752649,1026
SELIC_Média(6–10%),retEW097_12a_cap1_c10,0.013378752418403694,0.12604863806789207,-0.4061106599196353,0.16500230570747082,-0.2574359422435688,0.051969248356725596,1026
